"Timestamp","1. Pays de résidence","2. Tranche d’âge","3. Genre","4. Niveau d’éducation le plus élevé","5.  Profession / Rôle professionnel ","6.  Secteur d’activité ","7. Observez-vous une pollution plastique visible (macroplastiques) dans votre communauté ?","8. Dans quels environnements rencontrez-vous le plus souvent des déchets plastiques ? (Cochez tout ce qui s’applique)","9. Êtes-vous conscient(e) des microplastiques en tant que problème environnemental ou sanitaire ?","10. De votre point de vue, quels écosystèmes sont les plus affectés par la pollution plastique dans votre région ? (Cochez tout ce qui s’applique)","11.  Dans quelle mesure êtes-vous préoccupé(e) par les impacts environnementaux et sanitaires des microplastiques ? ","12. Quel est votre niveau de connaissance sur les causes et les effets de la pollution par les microplastiques ?","13. Quelles sources d’information influencent votre compréhension des microplastiques ? (Cochez tout ce qui s’applique)","14. Pensez-vous que les microplastiques affectent la santé humaine ?","15. Quels effets spécifiques sur la santé avez-vous entendus (le cas échéant) ?","16. Avez-vous vu ou entendu des reportages médiatiques sur les microplastiques ou la pollution plastique au cours des six derniers mois ?","17. Quelles plateformes communiquent le mieux les enjeux environnementaux dans votre pays ? (Classez vos 3 préférées)","18. Quels messages retenez-vous le plus des médias ? (Cochez tout ce qui s’applique)","19. Dans quelle mesure la couverture médiatique a-t-elle influencé votre comportement ou votre préoccupation ?","20. Avez-vous déjà entendu parler du concept d’économie circulaire ?","21. Quelles actions associez-vous à l’économie circulaire ? (Cochez tout ce qui s’applique)","22. Quels secteurs de votre pays travaillent activement à la mise en œuvre de pratiques d’économie circulaire ? (Cochez tout ce qui s’applique)","23. Quels sont les plus grands défis à l’économie circulaire dans votre région ?","24.  Quelles mesures soutenez-vous pour lutter contre la pollution plastique dans votre pays ? (Choisissez jusqu’à 3) ","25.  Quelles actions entreprenez-vous personnellement pour réduire les déchets plastiques ?","26. Qu’est-ce qui vous motiverait (ou motiverait d’autres personnes) à agir davantage ?","27. Quelles actions supplémentaires devraient être entreprises pour lutter contre la pollution par les plastiques et les microplastiques ?","28. Avez-vous d’autres suggestions, recommandations ou expériences que vous souhaiteriez partager ? (Optionnel)"
"2025/08/06 5:26:52 PM GMT+4","République Démocratique du Congo","25-34","Femme","Licence (Baccalauréat)","Professionnel(le) de santé","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques","Oui","Diarrhée, toux, rhume ","Non","Télévision;WhatsApp;Facebook;TikTok;Journaux","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Très fortement","Oui","Réutilisation et réparation des produits;Recyclage industriel","Entreprises privées","La gestion ","Renforcement des infrastructures de recyclage","Jeter les déchets plastiques dans une poubelle ","Éducation à la santé","Sensibilisation de la population sur le risque d’usage ","Organiser plus des campagnes de sensibilisation "
"2025/08/06 7:56:39 PM GMT+4","République Démocratique du Congo","Moins de 18 ans","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;Publications scientifiques","Oui","Cancer….","Non","Télévision;WhatsApp;Facebook;TikTok;YouTube","Menaces pour la vie marine;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Modérément","Oui","Réutilisation et réparation des produits;Recyclage industriel","ONG","D’abord la prise de conscience …..","Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets;Partenariats public-privé","Le recyclage et le nettoyage avec ma communauté ","Incitations financières","La réduction de la production de plastique, on peut remplacer certains objets en plastique par d’autres matières, exemple: les bouteilles en plastique par des bouteilles en carton….","Demander de l’aide aux organisations internationales…. S’adresser à ceux de l’international vu qu’ici nos autorités corrompues et incompétentes ne comprennent pas le danger des choses…."
"2025/08/06 8:34:46 PM GMT+4","République Démocratique du Congo","45-54","Femme","Master ou diplôme supérieur","Travailleur(euse) d’ONG / de la société civile","ONG / Société civile","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;ONG;Institutions religieuses","Oui","Ça donne des maladies chroniques comme par exemple le cancer","Oui","Télévision;WhatsApp;Institutions religieuses","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Recyclage industriel","ONG","Manque des structures chargées d'effectuer ces genres d'activités ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","Je recyclable des objets en plastiques après utilisation, par exemple je réutilise mes bouteilles utilisées pour conserver d'autres produits ","Messages religieux/culturels","Demander aux dirigeants de nos églises de coopérer enfin de faire passer le message, car en effet en RDC les habitants ont tendances à beaucoup plus mettre en pratique ce que les pasteurs disent ","Demander aux dirigeants de nos églises de coopérer enfin de faire passer le message, car en effet en RDC les habitants ont tendances à beaucoup plus mettre en pratique ce que les pasteurs disent "
"2025/08/06 8:42:56 PM GMT+4","République Démocratique du Congo","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce","Modérément préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;ONG;École / Université","Oui","Les plastiques accumulés dans des caniveaux peuvent causer des inondations, les microplastiques accumulés dans le corps ou dans les nourritures peuvent nuire à la santé, l'utilisation des plastiques comme contenant pour des objets chauds peut causer des cancers...","Oui","Télévision;WhatsApp;Facebook","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Appels à l’action/nettoyages","Très fortement","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel","Écoles / universités;ONG","Le manque d'infrastructure, une faible sensibilisation, les contraintes techniques (coupure d'électricité), un faible financement...","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique","Je ne jette pas les déchets par terre, je réutilise certains déchets plastiques (pour conserver de l'eau...), je parle parfois de ce sujet avec mes potes à la fac.","Éducation à la santé","Créer des systèmes de collecte, éduquer et sensibiliser la population sur le sujet, créer des lois et veiller sur leur application.",""
"2025/08/06 9:36:31 PM GMT+4","République Démocratique du Congo","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Forêts;Zones urbaines","Modérément préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;Leaders communautaires;Institutions religieuses","Oui","Le choléra ","Oui","Radio;YouTube;Forums publics","Menaces pour la vie marine;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel","Entreprises privées;Startups;Écoles / universités;ONG","Le changement de mentalité des populations, la non action des gouvernants et l'inefficacité des services d'hygiène ","Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Gestion des déchets ménagers et le respect de la non pollution des espaces publics ","Meilleures infrastructures de gestion des déchets","Disposition par l'État des bonnes structures de recyclage des déchets et l'approbation d'une loi sur le respect d'espaces publics ","Pour une très bonne lutte contre la pollution plastique dans notre pays il faut impérativement un suivi des autorités compétentes et une application ferme de la loi sur la non pollution des espaces publics."
"2025/08/06 9:40:34 PM GMT+4","République Démocratique du Congo","35-44","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Terres agricoles;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;École / Université","Oui","Les microplastiques sont un reservoir où les nemanthodes viennent y pondre leurs œufs et favorise le développement des microorganismes qui affectent la santé humaine.","Oui","Télévision;Radio;Journaux","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Non","Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","","Éducation à la santé","",""
"2025/08/06 9:49:46 PM GMT+4","République Démocratique du Congo","25-34","Homme","Diplôme ou équivalent","Professionnel(le) de santé","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;École / Université","Oui","Des pneumopathies","Oui","Télévision;WhatsApp;TikTok;YouTube","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Modérément","Non","Aucune","Je ne sais pas","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Intégration dans les programmes scolaires","","Incitations financières","Faire payer des fortes amendes à ceux qui jettent leurs ordures sur la voie publique ",""
"2025/08/06 10:34:11 PM GMT+4","République Démocratique du Congo","35-44","Femme","Master ou diplôme supérieur","Professionnel(le) de santé","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Publications scientifiques","Oui","Perturbations des fonctions endocriniennes","Non","Forums publics","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Recyclage industriel","Entreprises privées","Manque d'infrastructures de recyclage, manque de financement","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Incitations pour les alternatives au plastique;Gestion des déchets communautaire","Sensibilisation , incitation aux alternatives aux plastiques","Meilleures infrastructures de gestion des déchets","Meilleurs infrastructures de gestion de dechets","Création des usines de recyclage"
"2025/08/06 11:04:20 PM GMT+4","République Démocratique du Congo","45-54","Homme","Master ou diplôme supérieur","Médecin ","Secteur public","Fréquemment","Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles","Extrêmement préoccupé(e)","Très bien informé(e)","Publications scientifiques","Oui","Maladie pulmonaire ","Non","TikTok","Contamination de la chaîne alimentaire;Changements de politiques gouvernementales","Très fortement","Non","Réutilisation et réparation des produits;Refonte des emballages","ONG","Je n sais pas ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation","Sensibilisation, gestion correct des déchets ","Leadership communautaire","Usage des poubelles, emballage en plastique ","Non "
"2025/08/07 12:52:09 AM GMT+4","France ","25-34","Homme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Occasionnellement","Bords de routes;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques;École / Université","Oui","Effet alimentaire ","Oui","Télévision;YouTube;Forums publics","Menaces pour la vie marine;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Très fortement","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Startups;Communautés locales;Écoles / universités;ONG","Le recyclage et l’usage des matériaux biodégradables dans le commerce.","Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Recyclage et usage de matériaux biodégradables.","Éducation à la santé","Actions gouvernementales","Non"
"2025/08/07 11:27:26 AM GMT+4","République Démocratique du Congo","35-44","Homme","Master ou diplôme supérieur","Professionnel(le) de santé","ONG / Société civile","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Réseaux sociaux;ONG;École / Université;Leaders communautaires;Institutions religieuses","Oui","La toxicité du plastique peut conduire au cancer et affections ","Non","Télévision;Radio;WhatsApp;TikTok;Journaux;Forums publics;Institutions religieuses","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits","Communautés locales","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Gestion des déchets communautaire","Tri des déchets à domicile ","Meilleures infrastructures de gestion des déchets","",""
"2025/08/07 2:30:04 PM GMT+4","République Démocratique du Congo","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Zones urbaines","Modérément préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Réseaux sociaux;École / Université","Oui","","Non","Facebook;TikTok;YouTube","Dégâts climatiques et environnementaux","Très fortement","Oui","Réutilisation et réparation des produits;Recyclage industriel;Incitations gouvernementales pour les recycleurs","ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","","Incitations financières","",""
